area_name,date,incident_count,incidents_last_7_days,incidents_last_30_days
"Bank More, Dhanbad",2024-11-09,0,0.0,3.0
"Bank More, Dhanbad",2024-11-10,0,0.0,3.0
"Bank More, Dhanbad",2024-11-11,0,0.0,3.0
"Bank More, Dhanbad",2024-11-12,0,0.0,3.0
"Bank More, Dhanbad",2024-11-13,0,0.0,2.0
"Bank More, Dhanbad",2024-11-14,0,0.0,2.0
"Bank More, Dhanbad",2024-11-15,0,0.0,2.0
"Bank More, Dhanbad",2024-11-16,0,0.0,2.0
"Bank More, Dhanbad",2024-11-17,1,1.0,3.0
"Bank More, Dhanbad",2024-11-18,0,1.0,1.0
"Bank More, Dhanbad",2024-11-19,0,1.0,1.0
"Bank More, Dhanbad",2024-11-20,0,1.0,1.0
"Bank More, Dhanbad",2024-11-21,0,1.0,1.0
"Bank More, Dhanbad",2024-11-22,0,1.0,1.0
"Bank More, Dhanbad",2024-11-23,0,1.0,1.0
"Bank More, Dhanbad",2024-11-24,0,0.0,1.0
"Bank More, Dhanbad",2024-11-25,0,0.0,1.0
"Bank More, Dhanbad",2024-11-26,0,0.0,1.0
"Bank More, Dhanbad",2024-11-27,0,0.0,1.0
"Bank More, Dhanbad",2024-11-28,0,0.0,1.0
"Bank More, Dhanbad",2024-11-29,0,0.0,1.0
"Bank More, Dhanbad",2024-11-30,0,0.0,1.0
"Bank More, Dhanbad",2024-12-01,0,0.0,1.0
"Bank More, Dhanbad",2024-12-02,0,0.0,1.0
"Bank More, Dhanbad",2024-12-03,0,0.0,1.0
"Bank More, Dhanbad",2024-12-04,0,0.0,1.0
"Bank More, Dhanbad",2024-12-05,0,0.0,1.0
"Bank More, Dhanbad",2024-12-06,0,0.0,1.0
"Bank More, Dhanbad",2024-12-07,0,0.0,1.0
"Bank More, Dhanbad",2024-12-08,0,0.0,1.0
"Bank More, Dhanbad",2024-12-09,0,0.0,1.0
"Bank More, Dhanbad",2024-12-10,0,0.0,1.0
"Bank More, Dhanbad",2024-12-11,0,0.0,1.0
"Bank More, Dhanbad",2024-12-12,0,0.0,1.0
"Bank More, Dhanbad",2024-12-13,0,0.0,1.0
"Bank More, Dhanbad",2024-12-14,0,0.0,1.0
"Bank More, Dhanbad",2024-12-15,0,0.0,1.0
"Bank More, Dhanbad",2024-12-16,0,0.0,1.0
"Bank More, Dhanbad",2024-12-17,1,1.0,1.0
"Bank More, Dhanbad",2024-12-18,0,1.0,1.0
"Bank More, Dhanbad",2024-12-19,0,1.0,1.0
"Bank More, Dhanbad",2024-12-20,0,1.0,1.0
"Bank More, Dhanbad",2024-12-21,0,1.0,1.0
"Bank More, Dhanbad",2024-12-22,0,1.0,1.0
"Bank More, Dhanbad",2024-12-23,0,1.0,1.0
"Bank More, Dhanbad",2024-12-24,1,1.0,2.0
"Bank More, Dhanbad",2024-12-25,0,1.0,2.0
"Bank More, Dhanbad",2024-12-26,0,1.0,2.0
"Bank More, Dhanbad",2024-12-27,0,1.0,2.0
"Bank More, Dhanbad",2024-12-28,0,1.0,2.0
"Bank More, Dhanbad",2024-12-29,0,1.0,2.0
"Bank More, Dhanbad",2024-12-30,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-02,0,0.0,0.0
"Bistupur, Jamshedpur",2024-01-03,1,1.0,1.0
"Bistupur, Jamshedpur",2024-01-04,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-05,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-06,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-07,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-08,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-09,0,1.0,1.0
"Bistupur, Jamshedpur",2024-01-10,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-11,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-12,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-13,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-14,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-15,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-16,0,0.0,1.0
"Bistupur, Jamshedpur",2024-01-17,1,1.0,2.0
"Bistupur, Jamshedpur",2024-01-18,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-19,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-20,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-21,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-22,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-23,0,1.0,2.0
"Bistupur, Jamshedpur",2024-01-24,0,0.0,2.0
"Bistupur, Jamshedpur",2024-01-25,0,0.0,2.0
"Bistupur, Jamshedpur",2024-01-26,1,1.0,3.0
"Bistupur, Jamshedpur",2024-01-27,0,1.0,3.0
"Bistupur, Jamshedpur",2024-01-28,0,1.0,3.0
"Bistupur, Jamshedpur",2024-01-29,0,1.0,3.0
"Bistupur, Jamshedpur",2024-01-30,0,1.0,3.0
"Bistupur, Jamshedpur",2024-01-31,1,2.0,4.0
"Bistupur, Jamshedpur",2024-02-01,0,2.0,4.0
"Bistupur, Jamshedpur",2024-02-02,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-03,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-04,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-05,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-06,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-07,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-08,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-09,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-10,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-11,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-12,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-13,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-14,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-15,0,0.0,3.0
"Bistupur, Jamshedpur",2024-02-16,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-17,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-18,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-19,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-20,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-21,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-22,0,0.0,2.0
"Bistupur, Jamshedpur",2024-02-23,1,1.0,3.0
"Bistupur, Jamshedpur",2024-02-24,0,1.0,3.0
"Bistupur, Jamshedpur",2024-02-25,0,1.0,2.0
"Bistupur, Jamshedpur",2024-02-26,0,1.0,2.0
"Bistupur, Jamshedpur",2024-02-27,0,1.0,2.0
"Bistupur, Jamshedpur",2024-02-28,0,1.0,2.0
"Bistupur, Jamshedpur",2024-02-29,0,1.0,2.0
"Bistupur, Jamshedpur",2024-03-01,0,0.0,1.0
"Bistupur, Jamshedpur",2024-03-02,1,1.0,2.0
"Bistupur, Jamshedpur",2024-03-03,1,2.0,3.0
"Bistupur, Jamshedpur",2024-03-04,0,2.0,3.0
"Bistupur, Jamshedpur",2024-03-05,0,2.0,3.0
"Bistupur, Jamshedpur",2024-03-06,0,2.0,3.0
"Bistupur, Jamshedpur",2024-03-07,0,2.0,3.0
"Bistupur, Jamshedpur",2024-03-08,0,2.0,3.0
"Bistupur, Jamshedpur",2024-03-09,0,1.0,3.0
"Bistupur, Jamshedpur",2024-03-10,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-11,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-12,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-13,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-14,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-15,0,0.0,3.0
"Bistupur, Jamshedpur",2024-03-16,1,1.0,4.0
"Bistupur, Jamshedpur",2024-03-17,0,1.0,4.0
"Bistupur, Jamshedpur",2024-03-18,1,2.0,5.0
"Bistupur, Jamshedpur",2024-03-19,0,2.0,5.0
"Bistupur, Jamshedpur",2024-03-20,0,2.0,5.0
"Bistupur, Jamshedpur",2024-03-21,1,3.0,6.0
"Bistupur, Jamshedpur",2024-03-22,0,3.0,6.0
"Bistupur, Jamshedpur",2024-03-23,0,2.0,6.0
"Bistupur, Jamshedpur",2024-03-24,0,2.0,5.0
"Bistupur, Jamshedpur",2024-03-25,0,1.0,5.0
"Bistupur, Jamshedpur",2024-03-26,0,1.0,5.0
"Bistupur, Jamshedpur",2024-03-27,0,1.0,5.0
"Bistupur, Jamshedpur",2024-03-28,0,0.0,5.0
"Bistupur, Jamshedpur",2024-03-29,0,0.0,5.0
"Bistupur, Jamshedpur",2024-03-30,0,0.0,5.0
"Bistupur, Jamshedpur",2024-03-31,0,0.0,5.0
"Bistupur, Jamshedpur",2024-04-01,0,0.0,4.0
"Bistupur, Jamshedpur",2024-04-02,0,0.0,3.0
"Bistupur, Jamshedpur",2024-04-03,1,1.0,4.0
"Bistupur, Jamshedpur",2024-04-04,0,1.0,4.0
